long_name,short_name,player_positions,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,club_name,league_name,club_position,nationality_name,nation_position,skill_moves,international_reputation,work_rate,player_tags,shooting,passing,dribbling,defending,physic,attacking_crossing,skill_ball_control,movement_sprint_speed,movement_agility,movement_reactions,power_stamina,power_strength,mentality_aggression,goalkeeping_diving,goalkeeping_reflexes
Kimberly Ezekwem,K. Ezekwem,"CB, LB",63,75,1100000,4000,20,188,79,Sport-Club Freiburg,German 1. Bundesliga,SUB,Germany,,2,1,Medium/Medium,,27,52,56,62,67,61,59,55,34,57,55,76,60,7,12
Noah Weißhaupt,N. Weißhaupt,"LM, RM",63,76,1100000,3000,19,180,72,Sport-Club Freiburg,German 1. Bundesliga,RES,Germany,,2,1,Medium/Medium,,57,62,66,32,44,62,67,66,71,55,50,41,45,10,5
Leândro Rossi Pereira,Leândro,"RM, LM",63,63,375000,1000,32,175,74,Radomiak Radom,Polish T-Mobile Ekstraklasa,RM,Brazil,,3,1,High/High,,62,59,65,29,51,58,62,67,68,63,51,59,32,7,12
Alexandru Iacob,A. Iacob,CB,63,63,300000,1000,32,188,82,CS Mioveni,Romanian Liga I,SUB,Romania,,2,1,Medium/Medium,,35,41,49,62,74,19,48,51,55,61,67,85,54,9,6
Miguel Villar Alonso,Miki Villar,"ST, RM",63,70,975000,2000,24,180,75,UD Ibiza,Spanish Segunda División,RES,Spain,,3,1,Medium/Medium,,63,53,63,31,60,55,61,80,77,58,59,56,72,8,8
Idriz Batha,I. Batha,CM,63,63,475000,2000,29,176,71,AFC UTA Arad,Romanian Liga I,RCM,Albania,,2,1,High/Medium,,60,62,64,59,63,56,62,66,70,61,72,66,48,5,6
Ramón Juan Ramírez,Ramón Juan,GK,63,69,625000,950,21,179,79,CD Mirandés,Spanish Segunda División,SUB,Spain,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,12,11,27,33,56,16,42,25,60,66
Niklas Tasky,N. Tasky,CB,63,63,400000,500,30,194,87,TSV Havelse,German 3. Bundesliga,LCB,Germany,,2,1,Medium/Medium,,29,42,46,62,71,34,50,53,39,53,60,81,60,13,13
Tobias Fölster,T. Fölster,CB,63,65,500000,500,27,187,75,TSV Havelse,German 3. Bundesliga,CB,Germany,,2,1,Medium/Medium,,31,42,52,62,69,36,58,56,59,54,58,77,64,10,6
Deniz Cicek,D. Cicek,CAM,63,63,475000,600,28,172,68,TSV Havelse,German 3. Bundesliga,SUB,Germany,,2,1,Medium/Medium,,58,64,65,47,54,68,63,68,87,53,73,38,64,8,8
Mats Deijl,M. Deijl,RB,63,69,700000,2000,23,181,71,Go Ahead Eagles,Holland Eredivisie,RB,Netherlands,,2,1,Medium/Medium,,40,52,62,64,59,50,61,56,62,61,62,58,56,9,6
Marko Vukčević,M. Vukčević,"RB, LB, RM",63,63,425000,2000,28,183,78,AFC UTA Arad,Romanian Liga I,RB,Montenegro,,2,1,High/Medium,,59,54,56,61,63,58,53,71,66,58,70,67,48,6,7
Alexandros Parras,A. Parras,LB,63,70,925000,500,23,182,70,AEK Athens,Greek Super League,SUB,Greece,,2,1,Medium/Medium,,26,51,56,58,61,55,58,77,63,49,74,56,57,6,10
Anselmo Garcia MacNulty,A. Garcia MacNulty,CB,63,81,1100000,3000,18,187,78,VfL Wolfsburg,German 1. Bundesliga,RES,Republic of Ireland,,2,1,Medium/Medium,,35,41,47,64,68,31,49,65,66,56,63,71,61,9,14
Nemanja Tekijaški,N. Tekijaški,CB,63,68,650000,2000,24,186,78,Bruk-Bet Termalica Nieciecza,Polish T-Mobile Ekstraklasa,CB,Serbia,,2,1,Medium/High,,31,48,50,61,72,52,48,68,65,62,68,75,71,12,6
Kevin Schumacher,K. Schumacher,"LW, LM, RW",63,71,1100000,2000,23,182,77,F.C. Hansa Rostock,German 2. Bundesliga,SUB,Germany,,2,1,High/Medium,,58,57,65,28,66,59,60,85,66,60,68,68,60,12,14
Imanol García de Albéniz,Imanol,LB,63,75,1100000,3000,20,177,63,CD Mirandés,Spanish Segunda División,LB,Spain,,2,1,High/Medium,,39,53,59,60,54,62,51,68,62,58,70,43,62,10,14
Béni Makouana,B. Makouana,"RM, ST",63,77,1100000,2000,18,181,73,Montpellier Hérault SC,French Ligue 1,SUB,Congo,,3,1,Medium/Medium,,61,54,66,30,49,57,67,84,72,57,53,47,45,10,8
Philipp Pomer,P. Pomer,"CAM, LM",63,70,975000,2000,23,180,70,SV Ried,Austrian Football Bundesliga,CAM,Austria,,4,1,High/Medium,,56,63,62,40,43,52,65,74,58,55,62,34,41,6,9
Florian Kleinhansl,F. Kleinhansl,"LB, LM",63,74,1000000,900,20,180,72,VfL Osnabrück,German 3. Bundesliga,LB,Germany,,2,1,High/Medium,,37,57,67,52,59,64,64,72,81,67,72,56,49,9,12
Johan Arath Gómez,J. Gómez,"CF, ST, CAM",63,78,1100000,500,19,183,78,FSV Zwickau,German 3. Bundesliga,SUB,United States,,2,1,High/Medium,,62,51,67,38,64,38,62,76,80,54,74,66,47,11,6
João Miguel Ferreira Santos,João Miguel,CB,63,64,475000,2000,27,190,78,Campionii FC Arges,Romanian Liga I,LCB,Portugal,,2,1,Medium/High,,38,47,51,63,70,36,51,53,66,64,69,71,67,14,9
Ismaël Gharbi,I. Gharbi,"LW, CAM",63,80,1200000,3000,17,167,58,Paris Saint-Germain,French Ligue 1,RES,France,,3,1,Medium/Medium,,55,60,71,40,40,55,67,68,81,55,41,34,51,7,8
Matías Mansilla,M. Mansilla,GK,63,67,525000,2000,25,188,80,Patronato,Argentina Primera División,SUB,Argentina,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,14,19,17,36,45,22,63,21,59,65
Alberto Toril Domingo,Alberto Toril,ST,63,67,700000,2000,24,189,77,Piast Gliwice,Polish T-Mobile Ekstraklasa,ST,Spain,,2,1,High/Medium,,65,48,62,22,58,33,62,62,73,62,59,66,36,11,6
Renato Barbosa dos Santos Júnior,Renato Júnior,ST,63,78,1100000,1000,19,190,83,Portimonense SC,Portuguese Liga ZON SAGRES,RES,Brazil,,2,1,Medium/Medium,,62,46,63,27,67,33,62,64,69,60,54,76,64,8,14
Jordi Bongard,J. Bongard,CB,63,79,1200000,3000,19,196,84,Borussia Mönchengladbach,German 1. Bundesliga,RES,Germany,,2,1,Medium/Medium,,35,49,49,63,68,44,55,49,44,55,62,76,58,7,10
Aguibou Camara,A. Camara,"CAM, CM, LM",63,76,1200000,500,20,167,63,Olympiacos CFP,Greek Super League,RES,Guinea,,3,1,High/Low,,55,58,69,41,50,52,68,82,78,49,67,42,49,11,8
Carl Rushworth,C. Rushworth,GK,63,80,1100000,1000,19,188,86,Walsall,English League Two,GK,England,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,13,24,37,42,51,19,58,20,63,65
Kléri Serber,K. Serber,CM,63,68,725000,2000,22,172,70,Toulouse Football Club,French Ligue 2,SUB,France,,2,1,Medium/Medium,,55,60,64,50,60,48,64,67,58,54,72,52,66,13,12
Valentín Barco,V. Barco,LB,63,83,1300000,500,16,172,68,Boca Juniors,Argentina Primera División,RES,Argentina,,2,1,High/Medium,,32,54,64,58,51,64,65,62,62,58,62,43,55,12,12
Mortadha Ben Ouanes,M. Ben Ouanes,LB,63,64,525000,3000,26,182,75,Kasimpaşa SK,Turkish Süper Lig,LB,Tunisia,,2,1,Medium/Medium,,32,55,56,64,61,57,39,67,56,52,67,58,62,14,12
Turgay Gemicibaşi,T. Gemicibaşi,"CDM, CM",63,66,575000,2000,25,180,70,SK Austria Klagenfurt,Austrian Football Bundesliga,LDM,Turkey,,2,1,High/Medium,,56,57,59,59,71,54,62,64,58,63,71,71,73,8,7
Facundo Russo,F. Russo,RM,63,72,1100000,2000,20,175,70,Platense,Argentina Primera División,RES,Argentina,,2,1,Medium/Medium,,56,58,64,31,46,61,59,67,70,56,62,44,29,10,12
Bruno Leyes,B. Leyes,"CM, CDM",63,73,1000000,1000,19,173,76,Godoy Cruz,Argentina Primera División,SUB,Argentina,,2,1,High/Medium,,52,57,65,54,65,43,66,74,72,62,77,56,76,7,7
Edgaras Utkus,E. Utkus,"CB, CDM, CM",63,76,1100000,2000,21,190,77,KSV Cercle Brugge,Belgian Jupiler Pro League,RCB,Lithuania,,2,1,Medium/Medium,,35,57,55,63,69,44,58,65,52,49,60,76,66,8,9
Rodrigo Guth,Rodrigo Guth,CB,63,72,975000,6000,20,191,79,N.E.C. Nijmegen,Holland Eredivisie,SUB,Brazil,,2,1,Medium/Medium,,33,41,45,63,65,33,48,63,57,63,60,72,53,8,7
Alejandro Domingo Gómez,Neskes,"CM, CAM",63,76,1100000,1000,19,177,70,FC Cartagena,Spanish Segunda División,RES,Spain,,3,1,Medium/Medium,,59,62,63,50,61,46,65,70,52,52,51,63,70,14,15
Ameen Al-Dakhil,A. Al-Dakhil,CB,63,76,1100000,2000,19,187,70,Standard de Liège,Belgian Jupiler Pro League,CB,Belgium,,2,1,Low/High,,27,48,54,60,71,24,61,73,45,58,65,74,74,9,8
José Castillo,J. Castillo,RB,63,76,1100000,2000,19,179,66,Pachuca,Mexican Liga MX,RES,Mexico,,2,1,Medium/High,,34,51,55,58,61,57,58,68,59,59,69,62,52,7,10
Rafael Vicente Ferreira Santos,Rafa Santos,"CM, CAM",63,70,950000,1000,24,187,81,Belenenses SAD,Portuguese Liga ZON SAGRES,SUB,Portugal,,2,1,Medium/Medium,,45,60,65,58,63,53,73,69,58,69,54,67,63,9,6
Herculano Bucancil Nabian,Herculano,ST,63,80,1200000,500,17,182,81,Vitória de Guimarães,Portuguese Liga ZON SAGRES,RES,Portugal,,2,1,Medium/Low,,63,52,60,30,64,48,63,77,62,58,62,74,44,6,10
Luciano Vega,L. Vega,"CM, CAM",63,71,1100000,2000,22,186,78,AD Alcorcón,Spanish Segunda División,SUB,Argentina,,2,1,Medium/Medium,,47,65,62,51,65,59,68,66,59,63,62,68,62,5,9
柳澤 亘,K. Yanagisawa,"RB, LB, RM",63,66,575000,2000,25,180,72,Gamba Osaka,Japanese J. League Division 1,RES,Japan,,2,1,Medium/Medium,,32,55,56,61,65,58,56,72,66,56,66,67,56,14,5
Nasiru Moro,N. Moro,CB,63,69,700000,1000,24,190,79,Örebro SK,Swedish Allsvenskan,SUB,Ghana,,2,1,Medium/Medium,,30,51,50,60,73,38,53,66,48,61,67,77,70,13,14
Julen Agirrezabala,Agirrezabala,GK,63,77,1000000,2000,20,187,80,Athletic Club de Bilbao,Spain Primera Division,SUB,Spain,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,16,25,31,23,53,23,53,22,58,66
Serge Arnaud Aka,S. Aka,"CDM, CM",63,66,575000,3000,26,183,74,Altay SK,Turkish Süper Lig,SUB,Côte d'Ivoire,,2,1,Medium/Medium,,47,59,61,60,74,51,61,61,58,52,69,80,66,7,9
Bryan Nokoue,B. Nokoue,RB,63,76,1100000,3000,19,180,70,AS Saint-Étienne,French Ligue 1,RES,Cameroon,,2,1,Medium/Medium,,42,50,58,58,67,56,58,74,59,59,72,66,63,9,12
Pablo Gálvez Miranda,Pablo Gálvez,"ST, CAM",63,78,1100000,3000,19,185,78,RCD Mallorca,Spain Primera Division,RES,Spain,,2,1,High/Medium,,63,46,64,19,63,31,66,66,59,60,70,68,40,14,5
Raúl Torrente Navarro,Torrente,"CB, CDM",63,79,1200000,2000,19,193,79,Granada CF,Spain Primera Division,RES,Spain,,2,1,Medium/Medium,,31,49,42,64,66,32,44,61,41,49,59,75,54,10,6
Javier Llabrés Exposito,Llabrés,"LM, LW, RW",63,81,1200000,3000,19,172,71,RCD Mallorca,Spain Primera Division,RES,Spain,,3,1,High/Medium,,57,55,66,31,51,55,62,82,84,50,70,50,31,15,13
Aljoša Matko,A. Matko,CF,63,73,1100000,1000,21,177,75,Hammarby IF,Swedish Allsvenskan,SUB,Slovenia,,3,1,High/Medium,,60,54,66,28,65,52,64,83,77,62,71,64,61,14,11
Iker Benito Sánchez,Iker Benito,RM,63,75,1100000,2000,18,176,71,CA Osasuna,Spain Primera Division,RES,Spain,,3,1,Medium/Medium,,57,57,66,35,50,61,64,71,68,57,58,49,45,10,6
Luis Federico López Andúgar,Luis López,GK,63,76,1000000,11000,20,190,76,Real Madrid CF,Spain Primera Division,RES,Spain,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,11,15,29,33,60,18,49,23,66,63
Naim García García,Naim García,"RM, RW",63,78,1100000,1000,19,180,75,CD Leganés,Spanish Segunda División,RES,Spain,,2,1,High/Medium,,62,59,67,33,49,61,71,64,55,50,60,51,34,15,7
Raúl Caballero Ramírez,Raúl Caballero,ST,63,77,1200000,2000,20,172,67,Unión Deportiva Almería,Spanish Segunda División,RES,Spain,,2,1,High/Medium,,63,50,62,26,57,41,57,73,69,65,54,55,60,11,6
Geovani Júnior,Geovani,"RW, LW",63,75,1200000,2000,20,181,75,Futebol Clube de Famalicão,Portuguese Liga ZON SAGRES,RES,Brazil,,2,1,Medium/Medium,,62,61,65,28,47,64,65,73,68,47,51,47,43,7,8
André Miguel Lapa Ricardo,André Ricardo,CAM,63,73,1100000,2000,20,178,72,Futebol Clube de Famalicão,Portuguese Liga ZON SAGRES,SUB,Portugal,,2,1,High/Medium,,48,65,62,33,52,52,64,69,60,58,59,52,47,9,11
André Filipe Rio Liberal,Liberal,ST,63,75,1100000,1000,18,181,73,Gil Vicente FC,Portuguese Liga ZON SAGRES,RES,Portugal,,2,1,Medium/Medium,,66,47,62,22,45,31,63,70,67,62,54,42,34,14,15
Till Schumacher,T. Schumacher,"LB, LM, CB",63,68,675000,2000,23,177,66,SK Austria Klagenfurt,Austrian Football Bundesliga,SUB,Germany,,2,1,Medium/Medium,,47,53,58,60,56,57,58,72,76,56,70,45,63,13,6
Oday Dabbagh,O. Dabbagh,"LW, ST",63,72,1100000,2000,22,182,78,FC Arouca,Portuguese Liga ZON SAGRES,RES,Palestine,,2,1,Medium/Medium,,62,58,65,31,60,59,68,70,59,47,59,74,28,14,9
Cássio Gabriel Vilela Ferreira,Cássinho,CAM,63,63,475000,850,28,177,75,Mumbai City FC,Indian Super League,SUB,Brazil,,3,1,High/Medium,,60,62,64,37,48,57,65,81,78,59,63,40,44,5,11
Dominic Eberechukwu Uzoukwu,Dominic Vinícius,ST,63,66,625000,3000,26,194,87,Vejle Boldklub,Danish Superliga,SUB,Brazil,,2,1,Medium/Low,,63,47,61,22,69,37,65,56,60,62,40,82,73,15,12
Gabriel Martínez Aguilera,Gabri Martínez,RM,63,79,1200000,900,18,185,75,Girona FC,Spanish Segunda División,RES,Spain,,4,1,Medium/Medium,,59,58,64,30,50,60,67,69,58,59,56,55,31,9,8
Leon Damer,L. Damer,"CAM, ST",63,73,1100000,500,21,178,74,TSV Havelse,German 3. Bundesliga,RES,Germany,,2,1,Medium/Medium,,58,63,67,36,53,64,65,68,75,57,56,53,45,13,9
Chencho Gyeltshen,C. Gyeltshen,"LM, LW, ST",63,66,625000,700,25,173,73,Kerala Blasters FC,Indian Super League,SUB,Bhutan,,2,1,High/Medium,,60,55,64,36,58,57,57,86,82,44,78,55,36,10,14
Edoardo Vergani,E. Vergani,ST,63,73,1100000,7000,20,186,77,US Salernitana 1919,Italian Serie A,SUB,Italy,,2,1,High/Medium,,69,51,66,21,54,41,61,64,54,55,55,60,37,9,12
Alisson Pelegrini Safira,Alisson Safira,"ST, LW",63,66,625000,2000,26,185,72,Belenenses SAD,Portuguese Liga ZON SAGRES,RES,Brazil,,2,1,Medium/Medium,,67,44,57,25,57,32,58,63,58,67,58,63,39,14,5
Tiago Manuel Maio Matos,Tiago Matos,CDM,63,72,1000000,750,20,178,72,Radomiak Radom,Polish T-Mobile Ekstraklasa,RES,Portugal,,2,1,Medium/High,,48,56,61,60,67,48,61,66,68,62,73,66,64,12,12
Stéfano Ardaya,S. Ardaya,"CM, CDM",63,67,700000,500,22,186,78,Club The Strongest,Liga de Fútbol Profesional Boliviano,SUB,Bolivia,,3,1,Medium/Medium,,58,62,62,60,62,55,65,65,60,60,67,60,61,12,5
Christopher John Porter,C. Porter,ST,62,62,140000,2000,37,186,83,Crewe Alexandra,English League One,SUB,England,,2,1,High/Medium,,64,52,59,38,67,41,63,48,61,64,50,83,46,14,12
Matthew James Bloomfield,M. Bloomfield,CM,62,62,130000,1000,37,173,73,Wycombe Wanderers,English League One,SUB,England,,2,1,Medium/High,,54,63,62,62,60,57,64,46,70,64,42,67,64,13,16
Emilio Rentería García,E. Rentería,ST,62,62,140000,500,36,178,80,Academia Puerto Cabello,Venezuelan Primera División,SUB,Venezuela,,2,1,High/Low,,60,51,62,33,74,42,63,60,66,58,56,83,79,16,15
Markus Halsti,M. Halsti,CB,62,62,70000,500,37,185,84,HJK Helsinki,Finnish Veikkausliiga,SUB,Finland,,2,1,Low/High,,46,59,50,61,67,56,58,32,32,60,58,73,65,9,15
Scott Peter Andrew Brown,S. Brown,GK,62,62,45000,1000,36,188,87,Exeter City,English League Two,SUB,England,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,11,23,50,63,59,28,56,27,63,62
Jakub Szmatuła,J. Szmatuła,GK,62,62,45000,800,40,188,85,Piast Gliwice,Polish T-Mobile Ekstraklasa,RES,Poland,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,9,17,33,39,60,21,64,38,58,60
Tony Andrew Craig,T. Craig,CB,62,62,70000,2000,36,185,79,Crawley Town,English League Two,LCB,England,,2,1,Low/High,,31,52,50,60,73,47,52,37,46,60,65,80,67,7,15
Adrian Manuel Scarlatache,A. Scarlatache,"CB, RB",62,62,130000,1000,34,184,80,CS Mioveni,Romanian Liga I,CB,Romania,,2,1,Medium/Medium,,36,53,53,61,74,63,53,54,70,63,76,79,61,14,16
Jorge Alberto Ortiz,J. Ortiz,"CM, CDM",62,62,130000,2000,37,180,74,Arsenal de Sarandí,Argentina Primera División,SUB,Argentina,,3,1,Medium/Medium,,56,62,60,59,71,57,60,65,67,62,72,70,73,9,9
양상민 梁相珉,Yang Sang Min,"CB, LB",62,62,70000,850,37,182,78,Suwon Samsung Bluewings,Korean K League 1,SUB,Korea Republic,,2,1,Medium/High,,51,61,60,61,65,62,63,48,60,56,53,72,64,14,13
Matthew Done,M. Done,"LB, ST",62,62,210000,2000,33,178,65,Rochdale,English League Two,LWB,England,,3,1,High/High,,59,59,63,55,67,61,62,70,72,62,72,67,58,10,6
Alan Michael Anthony Sheehan,A. Sheehan,CB,62,62,130000,2000,34,180,71,Oldham Athletic,English League Two,CB,Republic of Ireland,,2,1,Medium/Medium,,49,63,54,61,62,66,62,51,62,57,47,66,67,14,13
Edgar Adolfo Hernández Tellez,E. Hernández,GK,62,62,45000,1000,38,185,83,Club Necaxa,Mexican Liga MX,SUB,Mexico,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,15,23,57,65,64,28,69,29,67,62
Gary Coulibaly,G. Coulibaly,"CDM, CB",62,62,110000,800,35,183,79,SC Bastia,French Ligue 2,SUB,France,,2,1,Medium/High,,51,58,53,62,68,50,58,38,34,62,58,74,67,12,11
Jonathan Martin Grounds,J. Grounds,"CB, LB",62,62,190000,2000,33,185,87,Exeter City,English League Two,SUB,England,,2,1,Low/High,,41,54,56,60,72,57,54,55,63,60,72,74,65,12,15
Junior Brown,J. Brown,LB,62,62,275000,2000,32,175,68,Bristol Rovers,English League Two,RES,England,,2,1,Medium/Medium,,55,56,63,58,67,60,59,68,78,57,68,64,68,8,10
Rory Alexander McArdle,R. McArdle,CB,62,62,130000,2000,34,185,73,Harrogate Town,English League Two,RCB,Northern Ireland,,2,1,Low/Medium,,27,43,40,62,72,37,47,34,54,57,66,76,68,7,9
Theo Robinson,T. Robinson,ST,62,62,325000,4000,32,181,67,Bradford City,English League Two,SUB,Jamaica,,2,1,High/High,,63,49,61,38,66,41,58,70,72,56,70,69,53,11,6
Luke Barrie Prosser,L. Prosser,CB,62,62,190000,2000,33,191,79,Stevenage,English League Two,SUB,England,,2,1,Low/High,,28,42,41,61,74,30,46,36,41,58,62,85,63,10,8
Cole Skuse,C. Skuse,"CDM, CM",62,62,110000,2000,35,185,72,Colchester United,English League Two,CM,England,,2,1,Low/High,,52,59,58,63,63,56,60,35,61,61,53,68,64,13,10
Edward James Upson,E. Upson,"CM, CDM",62,62,325000,3000,31,180,73,Newport County,English League Two,LCM,England,,3,1,Medium/Medium,,58,61,62,59,72,57,63,39,65,59,81,66,72,7,10
Nicky Maynard,N. Maynard,ST,62,62,190000,2000,34,180,70,Tranmere Rovers,English League Two,SUB,England,,3,1,High/Medium,,63,57,62,29,65,55,62,64,72,59,65,65,61,12,9
César Omar Taborda,C. Taborda,GK,62,62,45000,1000,37,189,87,Club Atlético Central Córdoba,Argentina Primera División,RES,Argentina,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,15,20,46,47,64,40,51,44,62,58
Lloyd Kerry,L. Kerry,CM,62,62,325000,2000,32,168,74,Harrogate Town,English League Two,SUB,England,,2,1,Medium/High,,53,59,64,56,62,52,62,67,84,62,76,53,67,13,16
赵旭日,Zhao Xuri,"CM, CDM",62,62,160000,2000,35,185,84,Dalian Professional Football Club,Chinese Super League,LCM,China PR,,2,1,Medium/Medium,,61,61,59,62,71,54,62,40,56,54,64,75,72,12,11
Andrew David Williams,A. Williams,ST,62,62,190000,2000,34,188,78,Cheltenham Town,English League One,LS,England,,2,1,High/Medium,,63,53,60,27,68,54,62,60,64,63,73,71,54,11,6
Bernd Nehrig,B. Nehrig,"CDM, CM",62,62,140000,800,34,180,81,FC Viktoria 1889 Berlin,German 3. Bundesliga,SUB,Germany,,2,1,Medium/Medium,,49,59,58,61,60,55,61,50,65,61,34,70,68,16,11
Michael David Jones,M. Jones,"CM, CDM",62,62,240000,2000,33,183,78,Barrow,English League Two,RES,England,,3,1,Medium/High,,59,62,62,59,74,63,62,69,68,60,81,74,60,7,8
Tomasz Midzierski,T. Midzierski,CB,62,62,70000,650,36,190,84,Górnik Łęczna,Polish T-Mobile Ekstraklasa,LCB,Poland,,2,1,Medium/Medium,,41,38,32,62,77,30,35,31,32,61,68,84,72,8,7
Manuel Viniegra García,M. Viniegra,CM,62,62,240000,2000,33,180,79,Gallos Blancos de Querétaro,Mexican Liga MX,SUB,Mexico,,2,1,Medium/Medium,,54,63,62,61,66,53,65,35,57,64,50,78,57,14,14
Michael Carl-Eric Almebäck,M. Almebäck,CB,62,62,190000,1000,33,184,83,Örebro SK,Swedish Allsvenskan,RCB,Sweden,,2,1,Low/High,,30,42,42,60,76,46,42,72,54,54,72,79,75,11,11
Dean Anthony Bouzanis,D. Bouzanis,GK,62,62,275000,2000,30,185,84,Sutton United,English League Two,GK,Australia,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,13,19,61,58,59,39,70,45,62,62
Richard Mark O'Donnell,R. O'Donnell,GK,62,62,200000,3000,32,188,85,Bradford City,English League Two,GK,England,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,23,33,50,56,57,32,73,29,62,62
张翀,Zhang Chong,GK,62,62,130000,2000,33,190,81,Dalian Professional Football Club,Chinese Super League,GK,China PR,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,8,22,54,58,58,28,26,13,62,60
Colin Daniel,C. Daniel,LB,62,62,210000,2000,33,180,73,Exeter City,English League Two,SUB,England,,2,1,High/Medium,,56,57,63,57,73,61,61,72,74,52,75,80,49,15,11
Matt Simon,M. Simon,"ST, CF",62,62,170000,550,35,188,78,Central Coast Mariners,Australian Hyundai A-League,RS,Australia,,2,1,High/High,,62,45,56,44,87,48,61,70,63,60,78,88,93,16,16
Mathieu Marian Baudry,M. Baudry,CB,62,62,190000,3000,33,188,80,Swindon Town,English League Two,SUB,France,,2,1,Medium/High,,32,47,55,61,69,33,53,43,62,58,52,80,62,12,6
Thomas Joshua Elliott,T. Elliott,ST,62,62,400000,4000,30,193,76,Salford City,English League Two,SUB,England,,2,1,High/Medium,,59,49,58,34,74,41,61,64,53,60,61,84,68,16,16
Marek Štěch,M. Štěch,GK,62,62,210000,3000,31,195,89,Mansfield Town,English League Two,SUB,Czech Republic,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,10,21,35,46,56,31,65,25,64,61
Elliot Charles Parish,E. Parish,GK,62,62,210000,1000,31,188,83,St. Johnstone FC,Scottish Premiership,SUB,England,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,12,16,40,39,54,22,52,26,63,64
Boris Prokopič,B. Prokopič,"CM, CDM",62,62,240000,3000,33,181,75,SC Rheindorf Altach,Austrian Football Bundesliga,SUB,Austria,,3,1,Medium/Medium,,58,64,64,57,58,61,64,54,70,58,53,60,57,11,16
Nicky Lee Featherstone,N. Featherstone,"CDM, CM",62,62,275000,2000,32,170,71,Hartlepool United,English League Two,CM,England,,3,1,Medium/Medium,,58,62,62,58,68,62,63,57,61,61,77,68,60,8,11
Pádraig Amond,P. Amond,ST,62,62,250000,3000,33,178,79,Exeter City,English League Two,LS,Republic of Ireland,,2,1,High/High,,62,49,59,33,65,45,60,66,59,59,67,72,42,11,14
Erik Gustav Roger Israelsson,E. Israelsson,"CM, CDM",62,62,325000,900,32,181,73,Kalmar FF,Swedish Allsvenskan,SUB,Sweden,,2,1,High/High,,59,59,60,58,79,53,61,51,62,64,83,75,80,14,14
Mark Ian Ellis,M. Ellis,CB,62,62,250000,2000,32,188,78,Barrow,English League Two,CB,England,,2,1,Low/Medium,,30,43,46,62,66,29,49,54,56,59,52,73,64,10,6
Nathan Abayomi Delfouneso,N. Delfouneso,"ST, CAM",62,62,400000,2000,30,186,78,Bolton Wanderers,English League One,SUB,England,,3,1,Medium/Medium,,60,58,66,29,58,56,64,71,76,60,62,66,27,9,6
Michał Gliwa,M. Gliwa,GK,62,62,130000,650,33,188,76,PGE FKS Stal Mielec,Polish T-Mobile Ekstraklasa,SUB,Poland,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,13,15,28,31,52,24,62,23,63,62
Hervé Kambou,H. Kambou,CB,62,62,70000,500,36,184,77,Universidad Técnica de Cajamarca,Peruvian Primera División,RCB,Côte d'Ivoire,,2,1,Low/Medium,,33,48,48,62,66,40,59,64,64,62,65,71,55,16,13
Craig Leon Eastmond,C. Eastmond,CM,62,62,375000,2000,30,183,75,Sutton United,English League Two,RCM,England,,3,1,Medium/High,,58,60,61,59,74,58,61,58,65,62,80,75,65,9,11
Amiran Sanaia,A. Sanaia,"CB, LWB",62,62,275000,1000,31,181,70,Rodez Aveyron Football,French Ligue 2,SUB,Georgia,,2,1,Medium/Medium,,37,55,55,62,69,57,58,57,64,57,72,69,65,11,13
Carlos Daniel Hidalgo Cadenas,C. Hidalgo,ST,62,62,170000,500,35,184,74,Deportivo Pasto,Colombian Liga Postobón,ST,Colombia,,3,1,Medium/Medium,,60,51,65,39,59,56,68,64,73,63,49,70,47,6,7
Frederick David Sears,F. Sears,"ST, LM, RM",62,62,325000,3000,31,170,75,Colchester United,English League Two,LS,England,,3,1,High/High,,61,60,66,38,59,60,63,68,88,61,63,55,66,15,7
Kristian Dennis,K. Dennis,ST,62,62,325000,2000,31,180,75,St. Mirren,Scottish Premiership,SUB,England,,2,1,High/High,,63,51,60,37,71,38,58,67,74,64,75,69,72,5,5
Florian Riedel,F. Riedel,"CB, RWB",62,62,275000,500,31,175,73,TSV Havelse,German 3. Bundesliga,RM,Germany,,2,1,High/Medium,,43,60,61,60,66,60,59,73,71,58,68,67,61,12,10
Michał Buchalik,M. Buchalik,GK,62,62,200000,1000,32,190,83,Wisła Kraków,Polish T-Mobile Ekstraklasa,RES,Poland,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,21,21,37,36,47,26,66,23,61,60
